AnoAtendimento,TrimestreAtendimento,MesAtendimento,DataAtendimento,CodigoRegiao,Regiao,UF,CodigoTipoAtendimento,DescricaoTipoAtendimento,CodigoAssunto,DescricaoAssunto,GrupoAssunto,CodigoProblema,DescricaoProblema,GrupoProblema,SexoConsumidor,FaixaEtariaConsumidor,CEPConsumidor
2018,1,1,17JAN18:11:57:17,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 61 a 70 anos,20715310
2018,1,1,17JAN18:12:07:36,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,M,entre 61 a 70 anos,20760246
2018,1,1,17JAN18:12:13:59,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 61 a 70 anos,21251100
2018,1,1,17JAN18:12:09:13,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,mais de 70 anos,21531120
2018,1,1,17JAN18:12:17:14,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,até 20 anos,21770103
2018,1,1,17JAN18:12:19:06,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 21 a 30 anos,21842420
2018,1,1,17JAN18:12:19:27,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,6724,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,F,entre 51 a 60 anos,24110160
2018,1,1,17JAN18:12:23:29,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 31 a 40 anos,21046070
2018,1,1,17JAN18:12:23:57,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,7135,"SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)",Problemas com SAC,F,entre 51 a 60 anos,21730730
2018,1,1,17JAN18:12:25:56,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,M,entre 61 a 70 anos,20760246
2018,1,1,17JAN18:12:36:06,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3843,Contrato - Rescisão/alteração unilateral,Problemas com Contrato,M,entre 41 a 50 anos,22060030
2018,1,1,17JAN18:12:51:29,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),120,Móveis Para Cozinha,Móveis,2521,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,25520731
2018,1,1,17JAN18:12:40:21,3,Sudeste,RJ,2,Simples Consulta,97,"Eletroportáteis ( Batedeira, Liqüidificador, Espremedor de Frutas, Etc. )","Eletroportáteis ( Batedeira, Liqüidificador, Espremedor de Frutas, Etc. )",2498,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,M,entre 51 a 60 anos,25530060
2018,1,1,17JAN18:12:47:54,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,5390,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 31 a 40 anos,20751240
2018,1,1,17JAN18:12:40:56,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),284,Plano de saúde regulamentado,Plano de Saúde (Médico / Odontológico),4881,Não cumprimento à oferta,Problemas na Oferta,F,entre 41 a 50 anos,21021261
2018,1,1,17JAN18:12:45:55,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),284,Plano de saúde regulamentado,Plano de Saúde (Médico / Odontológico),4881,Não cumprimento à oferta,Problemas na Oferta,F,entre 41 a 50 anos,21021261
2018,1,1,17JAN18:12:46:18,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,F,mais de 70 anos,20950030
2018,1,1,17JAN18:13:01:02,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),183,Água / Esgoto,Água / Esgoto,3632,Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato),Problemas com Contrato,M,entre 61 a 70 anos,21330730
2018,1,1,17JAN18:13:22:59,3,Sudeste,RJ,2,Simples Consulta,187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 51 a 60 anos,20270132
2018,1,1,17JAN18:13:08:48,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,Nao Informada,25520731
2018,1,1,17JAN18:13:05:35,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3645,Serviço não concluído /Fornecimento parcial,Vício ou Má Qualidade de Produto ou Serviço,F,entre 51 a 60 anos,25510120
2018,1,1,17JAN18:13:05:58,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 61 a 70 anos,21361360
2018,1,1,17JAN18:13:14:09,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),248,"Diversão / Lazer / Cultura ( Teatro, Cinema, Casa Noturna, Videolocadora, Etc. )","Diversão / Lazer / Cultura ( Teatro, Cinema, Casa Noturna, Etc. )",5379,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 21 a 30 anos,22763627
2018,1,1,17JAN18:13:21:49,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),53,Banco comercial,Banco comercial,1116,Cobrança indevida.,Problemas com Cobrança,F,entre 41 a 50 anos,21021261
2018,1,1,17JAN18:13:24:23,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 61 a 70 anos,23088000
2018,1,1,17JAN18:13:39:39,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 51 a 60 anos,25050140
2018,1,1,17JAN18:13:46:49,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,até 20 anos,20220590
2018,1,1,17JAN18:13:51:43,3,Sudeste,RJ,2,Simples Consulta,53,Banco comercial,Banco comercial,6834,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,M,mais de 70 anos,20740321
2018,1,1,17JAN18:14:05:06,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 51 a 60 anos,26061700
2018,1,1,17JAN18:14:06:30,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),233,"Escola ( Pré, 1º, 2º Graus e Superior )","Escola ( Pré, 1º, 2º Graus e Superior )",5366,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 41 a 50 anos,25580530
2018,1,1,17JAN18:14:10:38,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,mais de 70 anos,20921395
2018,1,1,17JAN18:14:35:10,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),35,Produtos importados (todos os produtos),Produtos alimentícios importados (todos os produtos),736,Oferta enganosa,Problemas na Oferta,F,entre 51 a 60 anos,21371230
2018,1,1,17JAN18:14:11:28,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 51 a 60 anos,20735320
2018,1,1,17JAN18:14:13:35,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),134,"Produto de Uso Pessoal ( Barbeador, Depilador, Secador, Outros )","Produto de Uso Pessoal ( Barbeador, Depilador, Secador, Outros )",2661,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,entre 21 a 30 anos,24410000
2018,1,1,17JAN18:14:15:47,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 51 a 60 anos,20766340
2018,1,1,17JAN18:14:21:36,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3778,Venda/Oferta/publicidade enganosa.,Problemas na Oferta,F,mais de 70 anos,22050031
2018,1,1,17JAN18:14:33:58,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,4984,Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato),Problemas com Contrato,M,entre 51 a 60 anos,20750090
2018,1,1,17JAN18:14:46:54,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),140,Eletroeletrônico Importado,Eletroeletrônico Importado,3233,"Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)",Problemas com Contrato,M,entre 41 a 50 anos,20221310
2018,1,1,17JAN18:14:53:12,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3634,Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato),Problemas com Contrato,M,Nao Informada,20260230
2018,1,1,17JAN18:15:08:07,3,Sudeste,RJ,9,Abertura Direta de Reclamação,53,Banco comercial,Banco comercial,6915,Crédito Consignado,Problemas com Cobrança,M,mais de 70 anos,20740321
2018,1,1,17JAN18:15:24:57,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 41 a 50 anos,20921130
2018,1,1,17JAN18:15:15:16,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),92,Máquina de Lavar Roupa / Louça e Secadora,Eletrodomésticos Linha Branca,2619,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,entre 31 a 40 anos,20730390
2018,1,1,17JAN18:15:19:54,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),134,"Produto de Uso Pessoal ( Barbeador, Depilador, Secador, Outros )","Produto de Uso Pessoal ( Barbeador, Depilador, Secador, Outros )",2661,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,M,entre 21 a 30 anos,20260050
2018,1,1,17JAN18:15:28:23,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),280,Cartões de Descontos,Cartões de Descontos,7108,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,F,entre 31 a 40 anos,20230050
2018,1,1,17JAN18:15:51:39,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,6724,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,F,entre 61 a 70 anos,21775003
2018,1,1,17JAN18:15:57:05,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,5390,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 31 a 40 anos,20920478
2018,1,1,17JAN18:16:11:36,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),145,Motos,Motos,3238,"Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)",Problemas com Contrato,F,entre 41 a 50 anos,26170485
2018,1,1,17JAN18:16:05:07,3,Sudeste,RJ,9,Abertura Direta de Reclamação,94,Geladeira e Freezer,Eletrodomésticos Linha Branca,2495,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,entre 51 a 60 anos,22776050
2018,1,1,17JAN18:15:58:06,3,Sudeste,RJ,9,Abertura Direta de Reclamação,124,Móveis (outros),Móveis,2525,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,entre 31 a 40 anos,20250220
2018,1,1,17JAN18:16:23:13,3,Sudeste,RJ,2,Simples Consulta,248,"Diversão / Lazer / Cultura ( Teatro, Cinema, Casa Noturna, Videolocadora, Etc. )","Diversão / Lazer / Cultura ( Teatro, Cinema, Casa Noturna, Etc. )",5379,Cobrança indevida/abusiva,Problemas com Cobrança,F,Nao Informada,25036210
2018,1,1,17JAN18:16:17:29,3,Sudeste,RJ,2,Simples Consulta,187,Telefonia Celular,Telefonia Celular,6691,"SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)",Problemas com SAC,F,mais de 70 anos,21032000
2018,1,1,18JAN18:09:23:36,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 61 a 70 anos,20261241
2018,1,1,18JAN18:09:19:58,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,6723,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,F,entre 61 a 70 anos,20230261
2018,1,1,18JAN18:09:31:55,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,M,entre 21 a 30 anos,20761150
2018,1,1,18JAN18:09:47:56,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 61 a 70 anos,20710180
2018,1,1,18JAN18:09:50:36,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,7095,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,F,entre 31 a 40 anos,21360150
2018,1,1,18JAN18:09:58:49,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,mais de 70 anos,20230014
2018,1,1,18JAN18:10:08:05,3,Sudeste,RJ,2,Simples Consulta,186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3778,Venda/Oferta/publicidade enganosa.,Problemas na Oferta,M,entre 41 a 50 anos,20551250
2018,1,1,18JAN18:10:26:09,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 61 a 70 anos,22080010
2018,1,1,18JAN18:10:41:09,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,6691,"SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)",Problemas com SAC,F,entre 51 a 60 anos,20530006
2018,1,1,18JAN18:10:49:37,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3744,Cobrança indevida/abusiva,Problemas com Cobrança,M,mais de 70 anos,21620050
2018,1,1,18JAN18:10:50:19,3,Sudeste,RJ,2,Simples Consulta,186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,M,Nao Informada,20050006
2018,1,1,18JAN18:10:52:06,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 61 a 70 anos,20251400
2018,1,1,18JAN18:10:57:28,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,F,mais de 70 anos,20240130
2018,1,1,18JAN18:11:00:10,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),123,Móveis Para Sala,Móveis,2964,Demora na montagem/montagem incompleta/incorreta,Vício ou Má Qualidade de Produto ou Serviço,F,entre 51 a 60 anos,20530006
2018,1,1,18JAN18:11:00:00,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,mais de 70 anos,21511420
2018,1,1,18JAN18:11:08:29,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,mais de 70 anos,21511420
2018,1,1,18JAN18:11:03:37,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,6691,"SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)",Problemas com SAC,M,mais de 70 anos,22411072
2018,1,1,18JAN18:11:15:03,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 31 a 40 anos,24416010
2018,1,1,18JAN18:11:16:06,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),282,Seguro,Seguros (exceto Saúde),7110,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,M,entre 61 a 70 anos,22745015
2018,1,1,18JAN18:11:19:57,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,M,mais de 70 anos,21050460
2018,1,1,18JAN18:11:26:16,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3744,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 61 a 70 anos,20780110
2018,1,1,18JAN18:11:27:29,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),141,Outros Produtos Importados,Outros Produtos Importados,2542,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,entre 41 a 50 anos,24928020
2018,1,1,18JAN18:11:41:06,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 31 a 40 anos,20932040
2018,1,1,18JAN18:11:48:11,3,Sudeste,RJ,2,Simples Consulta,186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,6734,"SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)",Problemas com SAC,F,entre 61 a 70 anos,22050002
2018,1,1,18JAN18:11:56:03,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),93,Fogão e Microondas,Eletrodomésticos Linha Branca,2557,Produto entregue diferente do pedido,Problemas na Entrega de Produtos,F,entre 21 a 30 anos,24943235
2018,1,1,18JAN18:12:08:34,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),183,Água / Esgoto,Água / Esgoto,3742,Cobrança indevida/abusiva,Problemas com Cobrança,F,Nao Informada,20771632
2018,1,1,18JAN18:11:58:28,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 61 a 70 anos,20941160
2018,1,1,18JAN18:12:13:41,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3766,Duvida sobre cobrança/valor/reajuste/contrato/orçamento.,Problemas com Cobrança,M,Nao Informada,21230354
2018,1,1,18JAN18:12:07:47,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,6735,"SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)",Problemas com SAC,F,entre 51 a 60 anos,21215300
2018,1,1,18JAN18:12:33:02,3,Sudeste,RJ,2,Simples Consulta,94,Geladeira e Freezer,Eletrodomésticos Linha Branca,2621,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,M,entre 21 a 30 anos,22250040
2018,1,1,18JAN18:12:23:10,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),108,"Artigo Esportivo / Lazer ( Bola, Raquete, Rede, Cotoveleira, Arma, Baralho, Roleta, Etc. )","Artigo Esportivo / Lazer ( Bola, Raquete, Rede, Cotoveleira, Arma, Baralho, Roleta, Etc. )",2635,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,entre 61 a 70 anos,20950200
2018,1,1,18JAN18:12:28:19,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),63,Financeira,Financeira,1126,Cobrança indevida.,Problemas com Cobrança,F,entre 61 a 70 anos,21920001
2018,1,1,18JAN18:12:54:44,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),94,Geladeira e Freezer,Eletrodomésticos Linha Branca,7228,Defeito/Risco à saúde e segurança,Risco à Saúde e Segurança / Acidente de Consumo,M,entre 61 a 70 anos,26010371
2018,1,1,18JAN18:12:59:26,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 31 a 40 anos,21010250
2018,1,1,18JAN18:13:04:18,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),53,Banco comercial,Banco comercial,1222,Calculo de prestação em atraso,Problemas com Cobrança,M,mais de 70 anos,21775480
2018,1,1,18JAN18:13:04:52,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),124,Móveis (outros),Móveis,2525,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,M,entre 21 a 30 anos,22775710
2018,1,1,18JAN18:13:06:44,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),106,"Artigo de Leitura ( Formal, Jornal, Revista, Folheto, Livros, Etc. )","Artigo de Leitura (Jornal, Revista, Livros etc.)",2633,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,mais de 70 anos,22220040
2018,1,1,18JAN18:13:22:44,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),157,"Transporte ( Rodoviário, Passageiros, Cargas, Aéreo, Marítimo, etc. )",Transportes,3738,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 51 a 60 anos,22790170
2018,1,1,18JAN18:13:36:00,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,entre 51 a 60 anos,22770190
2018,1,1,18JAN18:13:37:58,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),101,"Telefone ( Convencional, Celular, Interfone, Etc. )",Aparelho Celular,2502,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,entre 51 a 60 anos,24426315
2018,1,1,18JAN18:13:43:35,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,F,entre 41 a 50 anos,21331600
2018,1,1,18JAN18:13:43:17,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,F,mais de 70 anos,21650460
2018,1,1,18JAN18:13:51:46,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),101,"Telefone ( Convencional, Celular, Interfone, Etc. )",Aparelho Celular,2628,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,entre 41 a 50 anos,20521070
2018,1,1,18JAN18:14:06:51,3,Sudeste,RJ,2,Simples Consulta,101,"Telefone ( Convencional, Celular, Interfone, Etc. )",Aparelho Celular,2502,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,M,entre 51 a 60 anos,20950030
2018,1,1,18JAN18:14:07:15,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 61 a 70 anos,21940480
2018,1,1,18JAN18:14:16:41,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3767,Duvida sobre cobrança/valor/reajuste/contrato/orçamento.,Problemas com Cobrança,F,entre 41 a 50 anos,20211270
2018,1,1,18JAN18:14:31:55,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,até 20 anos,20251623
2018,1,1,18JAN18:15:04:26,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),101,"Telefone ( Convencional, Celular, Interfone, Etc. )",Aparelho Celular,2628,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,M,entre 21 a 30 anos,24358320
2018,1,1,18JAN18:14:44:19,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),125,Aquecedor / Ventilador / Ar Condicionado / Circulador de Ar,Aquecedor / Ventilador / Ar Condicionado / Circulador de Ar,2652,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,entre 61 a 70 anos,20070006
2018,1,1,18JAN18:14:46:44,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3690,Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado,Problemas com Contrato,F,entre 61 a 70 anos,22735070
2018,1,1,18JAN18:15:04:12,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 31 a 40 anos,21030040
2018,1,1,18JAN18:15:08:11,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),284,Plano de saúde regulamentado,Plano de Saúde (Médico / Odontológico),6573,"SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)",Problemas com SAC,F,entre 61 a 70 anos,24915540
2018,1,1,18JAN18:15:21:44,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),94,Geladeira e Freezer,Eletrodomésticos Linha Branca,7228,Defeito/Risco à saúde e segurança,Risco à Saúde e Segurança / Acidente de Consumo,M,entre 51 a 60 anos,24724270
2018,1,1,18JAN18:15:41:33,3,Sudeste,RJ,1,Extra-Procon,0,Nao se aplica,Nao se aplica,NULL,Nao se aplica,Nao se aplica,M,entre 31 a 40 anos,21665001
2018,1,1,18JAN18:15:43:34,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),264,"Automóvel - Locação / Assistência Automobilística ( Clube do Automóvel, Etc. ) / Auto Escola","Automóvel - Locação / Assistência Automobilística ( Clube do Automóvel, Etc. ) / Auto Escola",7140,"SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)",Problemas com SAC,M,entre 31 a 40 anos,20761300
2018,1,1,18JAN18:15:43:38,3,Sudeste,RJ,2,Simples Consulta,186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3690,Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado,Problemas com Contrato,F,entre 51 a 60 anos,22631370
2018,1,1,18JAN18:16:05:53,3,Sudeste,RJ,2,Simples Consulta,285,Plano de saúde NÃO regulamentado,Plano de Saúde (Médico / Odontológico),6651,"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)",Problemas com SAC,M,Nao Informada,22743041
